FIPS ,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
20111.0,KS,Lyon ,33690.0,33654.0,33534.0,33517.0,33201.0,33243.0,33510.0
20113.0,KS,McPherson ,29180.0,29213.0,29341.0,29596.0,29134.0,28944.0,28804.0
20115.0,KS,Marion ,12660.0,12546.0,12379.0,12234.0,12221.0,12120.0,12112.0
20117.0,KS,Marshall ,10117.0,9999.0,10065.0,10020.0,9990.0,9906.0,9836.0
20119.0,KS,Meade ,4575.0,4524.0,4397.0,4295.0,4353.0,4288.0,4216.0
20121.0,KS,Miami ,32787.0,32714.0,32622.0,32807.0,32817.0,32727.0,32964.0
20123.0,KS,Mitchell ,6373.0,6296.0,6334.0,6330.0,6271.0,6319.0,6243.0
20125.0,KS,Montgomery ,35471.0,34764.0,34447.0,34361.0,33957.0,33316.0,32746.0
20127.0,KS,Morris ,5923.0,5860.0,5852.0,5717.0,5678.0,5650.0,5573.0
20129.0,KS,Morton ,3233.0,3171.0,3133.0,3133.0,3058.0,2992.0,2848.0
20131.0,KS,Nemaha ,10178.0,10136.0,10117.0,10158.0,10162.0,10209.0,10241.0
20133.0,KS,Neosho ,16512.0,16469.0,16462.0,16451.0,16396.0,16333.0,16146.0
20135.0,KS,Ness ,3107.0,3124.0,3083.0,3087.0,3089.0,3015.0,2962.0
20137.0,KS,Norton ,5671.0,5670.0,5597.0,5620.0,5528.0,5552.0,5493.0
20139.0,KS,Osage ,16295.0,16340.0,16170.0,16088.0,15991.0,15912.0,15843.0
20141.0,KS,Osborne ,3858.0,3846.0,3818.0,3815.0,3772.0,3684.0,3642.0
20143.0,KS,Ottawa ,6091.0,6086.0,6062.0,6060.0,6032.0,5946.0,5920.0
20145.0,KS,Pawnee ,6973.0,7013.0,6894.0,6910.0,6849.0,6805.0,6743.0
20147.0,KS,Phillips ,5642.0,5540.0,5516.0,5554.0,5492.0,5431.0,5428.0
20149.0,KS,Pottawatomie ,21604.0,22032.0,22335.0,22611.0,22799.0,23194.0,23661.0
20151.0,KS,Pratt ,9656.0,9650.0,9772.0,9798.0,9775.0,9718.0,9584.0
20153.0,KS,Rawlins ,2519.0,2542.0,2540.0,2591.0,2565.0,2538.0,2549.0
20155.0,KS,Reno ,64511.0,64422.0,64245.0,64168.0,63737.0,63647.0,63220.0
20157.0,KS,Republic ,4980.0,4901.0,4847.0,4794.0,4776.0,4722.0,4699.0
20159.0,KS,Rice ,10083.0,10090.0,10000.0,9985.0,9986.0,9943.0,9831.0
20161.0,KS,Riley ,71115.0,73338.0,76273.0,75502.0,74698.0,75312.0,73343.0
20163.0,KS,Rooks ,5181.0,5195.0,5212.0,5181.0,5173.0,5159.0,5076.0
20165.0,KS,Rush ,3307.0,3201.0,3208.0,3179.0,3171.0,3102.0,3058.0
20167.0,KS,Russell ,6970.0,6972.0,6978.0,6955.0,6989.0,7029.0,6988.0
20169.0,KS,Saline ,55606.0,55726.0,55838.0,55726.0,55514.0,55516.0,55142.0
20171.0,KS,Scott ,4936.0,4905.0,4870.0,4922.0,4985.0,4980.0,5032.0
20173.0,KS,Sedgwick ,498365.0,500900.0,503945.0,506141.0,508666.0,510360.0,511995.0
